order_id,customer_id,product,price,quantity,city,order_date,total_price
362,430,Phone,20826,3,Bangalore,2025-12-05 10:02:45.962441,62478
363,186,Laptop,46698,3,Pune,2025-12-25 10:02:45.962442,140094
364,290,Laptop,913,5,Mumbai,2026-01-15 10:02:45.962443,4565
365,244,Laptop,22965,3,Bangalore,2025-12-05 10:02:45.962444,68895
366,167,Phone,24744,4,Bangalore,2026-03-03 10:02:45.962446,98976
367,430,Keyboard,25843,4,Jaipur,2025-12-24 10:02:45.962447,103372
368,477,Laptop,26333,2,Bangalore,2026-02-24 10:02:45.962448,52666
369,488,Keyboard,5398,3,Jaipur,2026-02-13 10:02:45.962449,16194
370,321,Mouse,5183,2,Pune,2025-12-31 10:02:45.962450,10366
371,486,Phone,3117,1,Jaipur,2025-12-17 10:02:45.962451,3117
372,366,Mouse,44714,2,Pune,2025-12-19 10:02:45.962452,89428
373,361,Keyboard,46621,2,Pune,2026-01-13 10:02:45.962453,93242
374,270,Mouse,20174,4,Mumbai,2026-01-27 10:02:45.962455,80696
375,202,Keyboard,36233,3,Pune,2026-01-17 10:02:45.962457,108699
376,345,Phone,18890,5,Delhi,2025-11-28 10:02:45.962458,94450
377,402,Headphones,29602,4,Bangalore,2026-03-05 10:02:45.962459,118408
378,179,Laptop,25664,5,Bangalore,2026-01-10 10:02:45.962460,128320
379,358,Phone,18534,4,Jaipur,2025-12-03 10:02:45.962461,74136
380,121,Keyboard,32299,1,Bangalore,2026-02-25 10:02:45.962462,32299
381,438,Laptop,21731,5,Delhi,2025-12-24 10:02:45.962463,108655
382,377,Laptop,13820,1,Delhi,2026-01-08 10:02:45.962464,13820
383,462,Keyboard,42782,1,Bangalore,2026-01-29 10:02:45.962465,42782
384,284,Laptop,18932,3,Jaipur,2026-02-07 10:02:45.962466,56796
385,152,Headphones,45016,4,Pune,2026-01-31 10:02:45.962467,180064
386,195,Keyboard,42437,2,Jaipur,2025-12-23 10:02:45.962468,84874
387,224,Phone,21286,2,Jaipur,2025-12-28 10:02:45.962469,42572
388,212,Phone,11121,4,Mumbai,2025-12-15 10:02:45.962470,44484
389,466,Phone,28578,4,Mumbai,2025-12-16 10:02:45.962471,114312
390,123,Mouse,27925,3,Jaipur,2026-02-07 10:02:45.962473,83775
391,341,Headphones,2468,2,Jaipur,2026-01-24 10:02:45.962474,4936
392,402,Headphones,35300,2,Pune,2026-01-27 10:02:45.962475,70600
393,255,Keyboard,19526,5,Bangalore,2026-03-03 10:02:45.962476,97630
394,108,Headphones,31311,4,Pune,2026-02-10 10:02:45.962477,125244
395,202,Keyboard,18316,3,Jaipur,2025-12-21 10:02:45.962478,54948
396,263,Mouse,34166,1,Mumbai,2025-12-18 10:02:45.962479,34166
397,220,Phone,17733,1,Jaipur,2025-12-01 10:02:45.962480,17733
398,237,Phone,36715,2,Bangalore,2025-12-25 10:02:45.962481,73430
399,206,Laptop,31727,3,Bangalore,2026-02-18 10:02:45.962482,95181
400,335,Phone,4045,1,Pune,2026-02-26 10:02:45.962484,4045
401,487,Keyboard,7722,3,Jaipur,2026-01-08 10:02:45.962485,23166
402,400,Phone,10374,3,Pune,2026-03-01 10:02:45.962486,31122
403,232,Headphones,27293,2,Mumbai,2026-01-16 10:02:45.962487,54586
404,270,Phone,45548,4,Pune,2025-12-01 10:02:45.962489,182192
405,383,Keyboard,29419,4,Pune,2026-01-21 10:02:45.962490,117676
406,423,Laptop,33005,4,Jaipur,2026-01-19 10:02:45.962491,132020
407,412,Phone,2754,5,Delhi,2026-02-22 10:02:45.962492,13770
408,364,Mouse,9123,3,Jaipur,2026-01-16 10:02:45.962493,27369
409,489,Mouse,20371,5,Pune,2026-01-29 10:02:45.962494,101855
410,328,Laptop,49955,3,Bangalore,2026-02-26 10:02:45.962495,149865
411,392,Headphones,14150,1,Mumbai,2026-01-06 10:02:45.962496,14150
412,456,Mouse,23950,5,Jaipur,2025-11-27 10:02:45.962497,119750
413,162,Mouse,45851,4,Jaipur,2025-12-31 10:02:45.962498,183404
414,219,Mouse,47702,4,Delhi,2026-01-01 10:02:45.962500,190808
415,463,Mouse,22165,1,Bangalore,2026-02-16 10:02:45.962501,22165
416,334,Laptop,47628,5,Jaipur,2026-01-03 10:02:45.962502,238140
417,398,Mouse,30679,2,Jaipur,2026-03-02 10:02:45.962503,61358
418,410,Laptop,30871,3,Jaipur,2025-12-15 10:02:45.962504,92613
419,350,Keyboard,21805,3,Pune,2026-02-20 10:02:45.962505,65415
420,452,Phone,30142,4,Mumbai,2026-02-19 10:02:45.962506,120568
421,154,Mouse,18591,5,Pune,2025-12-06 10:02:45.962507,92955
422,428,Laptop,32114,1,Mumbai,2026-02-18 10:02:45.962508,32114
423,288,Headphones,42241,2,Mumbai,2026-01-30 10:02:45.962510,84482
424,158,Headphones,49266,5,Bangalore,2025-12-03 10:02:45.962511,246330
425,454,Keyboard,833,3,Delhi,2026-02-23 10:02:45.962512,2499
426,330,Phone,32750,4,Jaipur,2026-01-05 10:02:45.962513,131000
427,212,Laptop,3895,5,Mumbai,2026-02-02 10:02:45.962514,19475
428,132,Headphones,25112,5,Delhi,2025-12-18 10:02:45.962515,125560
429,308,Laptop,39080,1,Pune,2026-01-25 10:02:45.962516,39080
430,374,Headphones,16579,1,Jaipur,2025-12-17 10:02:45.962517,16579
431,468,Laptop,43654,4,Mumbai,2025-12-13 10:02:45.962518,174616
432,428,Laptop,30215,1,Pune,2026-01-14 10:02:45.962519,30215
433,347,Headphones,36116,1,Pune,2026-01-11 10:02:45.962520,36116
434,373,Keyboard,6981,3,Jaipur,2026-02-26 10:02:45.962522,20943
435,152,Keyboard,27622,4,Jaipur,2025-12-02 10:02:45.962523,110488
436,154,Phone,42439,3,Jaipur,2026-03-03 10:02:45.962524,127317
437,181,Headphones,45312,1,Mumbai,2026-02-21 10:02:45.962525,45312
438,268,Phone,572,1,Delhi,2026-01-30 10:02:45.962526,572
439,175,Keyboard,41290,5,Jaipur,2025-12-09 10:02:45.962527,206450
440,458,Headphones,13039,2,Jaipur,2025-12-18 10:02:45.962528,26078
441,254,Mouse,26205,3,Pune,2025-12-18 10:02:45.962529,78615
442,395,Keyboard,15071,3,Pune,2026-02-09 10:02:45.962530,45213
443,368,Mouse,26518,3,Mumbai,2025-11-30 10:02:45.962531,79554
444,133,Headphones,4359,1,Delhi,2025-12-22 10:02:45.962532,4359
445,423,Headphones,29175,4,Pune,2026-01-21 10:02:45.962534,116700
446,197,Mouse,18864,2,Pune,2026-02-09 10:02:45.962535,37728
447,235,Mouse,15581,5,Delhi,2026-01-15 10:02:45.962536,77905
448,138,Phone,34569,5,Jaipur,2025-12-04 10:02:45.962537,172845
449,231,Headphones,30240,3,Pune,2025-12-18 10:02:45.962538,90720
450,123,Headphones,25926,5,Delhi,2026-01-16 10:02:45.962539,129630
451,467,Keyboard,41373,3,Pune,2026-01-29 10:02:45.962540,124119
452,290,Headphones,6617,5,Bangalore,2026-02-17 10:02:45.962545,33085
453,451,Laptop,43927,3,Bangalore,2026-02-15 10:02:45.962546,131781
454,424,Laptop,5325,2,Pune,2025-12-06 10:02:45.962547,10650
455,457,Laptop,33927,1,Bangalore,2026-02-15 10:02:45.962548,33927
456,292,Laptop,2142,4,Bangalore,2026-02-07 10:02:45.962549,8568
457,167,Laptop,19499,2,Mumbai,2026-02-24 10:02:45.962551,38998
458,169,Laptop,23256,3,Pune,2026-01-25 10:02:45.962552,69768
459,104,Laptop,41265,4,Delhi,2025-11-28 10:02:45.962553,165060
460,262,Headphones,2590,1,Delhi,2026-02-17 10:02:45.962554,2590
461,340,Headphones,33891,2,Delhi,2026-01-14 10:02:45.962555,67782
462,447,Keyboard,44258,4,Bangalore,2025-12-27 10:02:45.962556,177032
463,143,Laptop,48602,3,Jaipur,2026-02-19 10:02:45.962557,145806
464,484,Keyboard,34599,4,Jaipur,2026-01-30 10:02:45.962559,138396
465,167,Keyboard,15261,2,Pune,2026-02-06 10:02:45.962560,30522
466,181,Keyboard,4024,4,Bangalore,2026-02-27 10:02:45.962561,16096
467,199,Phone,42896,1,Delhi,2025-12-05 10:02:45.962562,42896
468,210,Keyboard,46972,2,Pune,2026-02-10 10:02:45.962563,93944
469,374,Keyboard,40834,3,Bangalore,2025-12-29 10:02:45.962564,122502
470,476,Laptop,33452,3,Pune,2026-01-11 10:02:45.962565,100356
471,173,Keyboard,7496,3,Bangalore,2025-12-14 10:02:45.962566,22488
472,151,Phone,2854,3,Delhi,2026-01-25 10:02:45.962567,8562
473,201,Headphones,43080,3,Mumbai,2026-01-21 10:02:45.962568,129240
474,315,Mouse,48299,4,Pune,2026-02-15 10:02:45.962569,193196
475,463,Keyboard,41133,5,Bangalore,2025-12-15 10:02:45.962571,205665
476,183,Laptop,13197,5,Mumbai,2026-01-01 10:02:45.962572,65985
477,221,Phone,31558,1,Bangalore,2025-12-02 10:02:45.962573,31558
478,211,Mouse,44790,5,Bangalore,2026-02-23 10:02:45.962574,223950
479,211,Phone,4420,3,Jaipur,2025-11-29 10:02:45.962575,13260
480,266,Laptop,25497,5,Mumbai,2026-02-21 10:02:45.962576,127485
481,120,Phone,15416,2,Delhi,2026-01-02 10:02:45.962577,30832
482,414,Headphones,30263,3,Pune,2026-01-19 10:02:45.962578,90789
483,398,Headphones,28548,3,Delhi,2025-12-13 10:02:45.962579,85644
484,339,Mouse,47048,1,Bangalore,2025-12-31 10:02:45.962581,47048
485,269,Headphones,32524,1,Jaipur,2026-02-02 10:02:45.962582,32524
486,433,Keyboard,29051,3,Pune,2025-12-22 10:02:45.962583,87153
487,471,Headphones,40449,4,Jaipur,2026-02-12 10:02:45.962584,161796
488,204,Phone,4156,1,Bangalore,2026-01-05 10:02:45.962585,4156
489,168,Keyboard,761,3,Bangalore,2025-12-03 10:02:45.962587,2283
490,283,Mouse,28045,5,Mumbai,2026-01-11 10:02:45.962588,140225
491,169,Mouse,31073,2,Jaipur,2025-12-14 10:02:45.962589,62146
492,326,Keyboard,10634,3,Pune,2026-02-13 10:02:45.962591,31902
493,398,Keyboard,49562,1,Jaipur,2025-11-30 10:02:45.962592,49562
494,144,Phone,21125,5,Pune,2025-12-15 10:02:45.962593,105625
495,424,Phone,28291,2,Delhi,2026-02-06 10:02:45.962594,56582
496,138,Headphones,45094,1,Pune,2025-11-29 10:02:45.962595,45094
497,400,Headphones,9688,4,Pune,2026-02-24 10:02:45.962596,38752
498,242,Laptop,20701,5,Bangalore,2026-02-01 10:02:45.962597,103505
499,354,Laptop,42959,2,Jaipur,2025-12-23 10:02:45.962598,85918
500,316,Headphones,2485,2,Pune,2026-02-23 10:02:45.962599,4970
501,106,Mouse,8436,1,Jaipur,2026-02-09 10:02:45.962601,8436
502,231,Laptop,34557,3,Mumbai,2026-02-25 10:02:45.962602,103671
503,447,Phone,18683,3,Pune,2026-02-24 10:02:45.962603,56049
504,239,Phone,12372,2,Bangalore,2025-12-20 10:02:45.962604,24744
505,118,Mouse,40076,4,Pune,2026-02-06 10:02:45.962605,160304
506,359,Keyboard,49307,3,Delhi,2026-01-20 10:02:45.962606,147921
507,109,Phone,21313,5,Mumbai,2026-01-16 10:02:45.962607,106565
508,218,Phone,44513,5,Bangalore,2025-12-11 10:02:45.962608,222565
509,450,Keyboard,6557,1,Delhi,2026-01-21 10:02:45.962610,6557
510,469,Headphones,3631,5,Jaipur,2026-02-15 10:02:45.962611,18155
511,222,Phone,1919,1,Mumbai,2026-01-24 10:02:45.962612,1919
512,113,Laptop,31364,3,Bangalore,2026-01-15 10:02:45.962613,94092
513,362,Headphones,11929,3,Bangalore,2025-12-27 10:02:45.962614,35787
514,214,Headphones,47294,2,Bangalore,2026-01-03 10:02:45.962615,94588
515,326,Mouse,45468,1,Mumbai,2025-11-28 10:02:45.962616,45468
516,461,Laptop,22580,3,Jaipur,2026-01-12 10:02:45.962617,67740
517,183,Keyboard,15220,2,Jaipur,2026-01-25 10:02:45.962618,30440
518,439,Laptop,48444,4,Jaipur,2025-12-05 10:02:45.962619,193776
519,261,Keyboard,28825,3,Bangalore,2025-12-21 10:02:45.962621,86475
520,359,Laptop,15983,4,Pune,2025-12-06 10:02:45.962622,63932
521,112,Mouse,11088,1,Pune,2025-12-08 10:02:45.962623,11088
522,454,Headphones,2202,2,Bangalore,2025-12-09 10:02:45.962624,4404
523,477,Keyboard,23502,1,Delhi,2025-12-29 10:02:45.962625,23502
524,259,Headphones,36436,4,Delhi,2025-12-06 10:02:45.962626,145744
525,397,Headphones,12239,2,Jaipur,2025-12-05 10:02:45.962627,24478
526,225,Keyboard,23369,1,Mumbai,2026-02-16 10:02:45.962628,23369
527,239,Phone,15522,5,Bangalore,2026-02-17 10:02:45.962629,77610
528,258,Keyboard,19152,3,Mumbai,2025-12-31 10:02:45.962630,57456
529,283,Headphones,30958,2,Pune,2026-02-23 10:02:45.962631,61916
530,392,Keyboard,25257,2,Bangalore,2026-01-29 10:02:45.962635,50514
531,500,Keyboard,40857,3,Pune,2026-01-17 10:02:45.962636,122571
532,106,Headphones,17643,2,Delhi,2025-12-18 10:02:45.962637,35286
533,150,Phone,24411,4,Mumbai,2026-02-07 10:02:45.962638,97644
534,375,Mouse,31308,4,Delhi,2026-01-05 10:02:45.962639,125232
535,311,Mouse,22937,5,Bangalore,2026-01-08 10:02:45.962641,114685
536,204,Laptop,2806,2,Pune,2025-12-28 10:02:45.962641,5612
537,381,Headphones,30762,3,Bangalore,2025-12-11 10:02:45.962643,92286
538,202,Keyboard,46171,5,Jaipur,2026-02-15 10:02:45.962644,230855
539,436,Phone,9185,1,Pune,2025-12-21 10:02:45.962645,9185
540,362,Laptop,10542,5,Delhi,2025-12-09 10:02:45.962646,52710
541,289,Mouse,35738,2,Jaipur,2026-01-03 10:02:45.962647,71476
542,223,Headphones,48844,3,Delhi,2026-02-22 10:02:45.962648,146532
543,216,Phone,9421,5,Pune,2026-02-06 10:02:45.962649,47105
544,262,Mouse,35599,4,Pune,2026-02-19 10:02:45.962650,142396
545,437,Keyboard,26840,1,Delhi,2026-02-26 10:02:45.962651,26840
546,470,Phone,13171,5,Mumbai,2026-01-02 10:02:45.962653,65855
547,307,Mouse,32974,4,Jaipur,2025-12-11 10:02:45.962654,131896
548,307,Keyboard,21378,4,Mumbai,2026-02-26 10:02:45.962655,85512
549,476,Headphones,23962,2,Bangalore,2026-02-01 10:02:45.962656,47924
550,389,Phone,16305,3,Jaipur,2026-01-25 10:02:45.962657,48915
551,465,Keyboard,36009,2,Jaipur,2025-12-27 10:02:45.962658,72018
552,116,Keyboard,12665,4,Jaipur,2026-03-04 10:02:45.962659,50660
553,296,Phone,40816,3,Delhi,2025-12-01 10:02:45.962660,122448
554,456,Headphones,8457,2,Pune,2025-12-28 10:02:45.962661,16914
555,429,Headphones,45782,3,Delhi,2026-01-12 10:02:45.962662,137346
556,437,Headphones,46632,5,Bangalore,2026-01-08 10:02:45.962663,233160
557,374,Headphones,30507,3,Pune,2026-01-22 10:02:45.962664,91521
558,271,Phone,42756,2,Jaipur,2026-01-09 10:02:45.962665,85512
559,231,Laptop,47047,4,Jaipur,2026-02-22 10:02:45.962666,188188
560,384,Keyboard,49823,4,Bangalore,2026-01-04 10:02:45.962667,199292
561,208,Headphones,49476,2,Pune,2026-01-25 10:02:45.962668,98952
562,285,Laptop,45417,1,Jaipur,2025-12-21 10:02:45.962670,45417
563,135,Mouse,8858,3,Jaipur,2026-02-14 10:02:45.962671,26574
564,459,Laptop,7837,3,Jaipur,2026-01-06 10:02:45.962672,23511
565,349,Keyboard,19382,1,Mumbai,2026-02-22 10:02:45.962673,19382
566,312,Laptop,14536,3,Jaipur,2025-12-14 10:02:45.962674,43608
567,163,Laptop,14324,3,Jaipur,2026-02-21 10:02:45.962675,42972
568,162,Keyboard,20821,4,Mumbai,2026-03-04 10:02:45.962676,83284
569,307,Laptop,7850,5,Delhi,2026-02-01 10:02:45.962678,39250
570,287,Keyboard,35122,5,Pune,2025-11-28 10:02:45.962679,175610
571,207,Phone,565,3,Pune,2026-01-22 10:02:45.962680,1695
572,324,Phone,48865,1,Bangalore,2025-12-28 10:02:45.962681,48865
573,108,Laptop,48299,2,Pune,2026-01-13 10:02:45.962682,96598
574,112,Phone,48744,5,Jaipur,2026-02-03 10:02:45.962683,243720
575,110,Headphones,18612,4,Pune,2026-03-01 10:02:45.962684,74448
576,234,Keyboard,17156,5,Mumbai,2025-12-25 10:02:45.962685,85780
577,368,Headphones,24081,1,Pune,2025-12-10 10:02:45.962686,24081
578,456,Keyboard,47359,4,Mumbai,2025-12-21 10:02:45.962688,189436
579,128,Phone,2235,1,Mumbai,2025-12-27 10:02:45.962689,2235
580,261,Keyboard,34975,5,Mumbai,2026-01-08 10:02:45.962690,174875
581,205,Laptop,47800,4,Pune,2026-01-01 10:02:45.962691,191200
582,312,Keyboard,45179,4,Delhi,2025-12-02 10:02:45.962692,180716
583,347,Laptop,24524,4,Jaipur,2026-02-26 10:02:45.962693,98096
584,453,Laptop,1656,2,Delhi,2026-01-05 10:02:45.962694,3312
585,475,Laptop,6204,1,Mumbai,2025-12-19 10:02:45.962695,6204
586,498,Keyboard,16530,1,Delhi,2025-12-29 10:02:45.962697,16530
587,250,Phone,34499,4,Jaipur,2025-11-30 10:02:45.962698,137996
588,149,Keyboard,36886,1,Jaipur,2025-12-21 10:02:45.962699,36886
589,368,Phone,49705,5,Delhi,2025-12-25 10:02:45.962700,248525
590,457,Phone,41010,5,Mumbai,2026-01-01 10:02:45.962701,205050
591,373,Mouse,18194,5,Mumbai,2026-02-04 10:02:45.962702,90970
592,369,Phone,7224,1,Pune,2025-12-28 10:02:45.962703,7224
593,121,Keyboard,34838,4,Delhi,2025-12-23 10:02:45.962706,139352
594,244,Keyboard,22857,5,Pune,2026-02-15 10:02:45.962707,114285
595,108,Phone,7733,4,Delhi,2026-03-04 10:02:45.962708,30932
596,436,Keyboard,42540,4,Mumbai,2026-01-27 10:02:45.962709,170160
597,472,Phone,7684,5,Bangalore,2026-02-11 10:02:45.962710,38420
598,425,Phone,33123,4,Delhi,2026-02-10 10:02:45.962712,132492
599,327,Laptop,16467,2,Jaipur,2026-01-10 10:02:45.962713,32934
600,410,Laptop,30980,2,Delhi,2026-01-25 10:02:45.962714,61960
601,360,Phone,15040,4,Jaipur,2025-12-08 10:02:45.962715,60160
602,330,Keyboard,42804,4,Pune,2025-12-21 10:02:45.962716,171216
603,163,Mouse,42798,5,Bangalore,2025-12-16 10:02:45.962717,213990
604,346,Headphones,36386,5,Bangalore,2026-03-02 10:02:45.962718,181930
605,314,Laptop,11038,5,Delhi,2026-02-26 10:02:45.962720,55190
606,367,Keyboard,49484,4,Pune,2026-01-12 10:02:45.962721,197936
607,352,Phone,39340,5,Jaipur,2025-12-31 10:02:45.962722,196700
608,310,Mouse,29459,3,Delhi,2025-12-23 10:02:45.962724,88377
609,301,Phone,24123,3,Jaipur,2025-12-26 10:02:45.962725,72369
610,331,Headphones,43829,1,Bangalore,2025-12-22 10:02:45.962726,43829
611,459,Laptop,23394,4,Pune,2026-03-04 10:02:45.962727,93576
612,103,Phone,37860,5,Delhi,2026-02-08 10:02:45.962728,189300
613,223,Mouse,47480,5,Mumbai,2025-12-28 10:02:45.962729,237400
614,347,Laptop,21800,4,Bangalore,2026-01-07 10:02:45.962731,87200
615,278,Headphones,41734,4,Pune,2026-01-26 10:02:45.962732,166936
616,336,Headphones,31422,3,Pune,2026-01-03 10:02:45.962733,94266
617,304,Headphones,49479,1,Bangalore,2025-12-24 10:02:45.962734,49479
618,206,Laptop,27446,2,Pune,2026-01-26 10:02:45.962735,54892
619,229,Laptop,44180,4,Bangalore,2025-12-09 10:02:45.962736,176720
620,294,Phone,49799,5,Mumbai,2025-12-04 10:02:45.962737,248995
621,459,Headphones,29952,2,Mumbai,2026-01-31 10:02:45.962738,59904
622,276,Keyboard,49565,2,Bangalore,2025-12-21 10:02:45.962740,99130
623,434,Keyboard,2093,4,Delhi,2025-11-29 10:02:45.962741,8372
624,305,Headphones,22554,5,Jaipur,2025-12-22 10:02:45.962742,112770
625,320,Phone,22356,1,Mumbai,2026-03-04 10:02:45.962743,22356
626,300,Laptop,25360,5,Mumbai,2026-01-12 10:02:45.962744,126800
627,442,Phone,21975,1,Delhi,2025-12-14 10:02:45.962745,21975
628,292,Headphones,21243,1,Mumbai,2026-01-09 10:02:45.962746,21243
629,464,Mouse,45977,4,Pune,2025-12-05 10:02:45.962748,183908
630,448,Phone,20696,4,Delhi,2025-12-24 10:02:45.962749,82784
631,428,Keyboard,1990,4,Delhi,2026-02-02 10:02:45.962750,7960
632,370,Keyboard,3462,5,Delhi,2026-02-04 10:02:45.962751,17310
633,279,Mouse,43108,3,Pune,2025-11-29 10:02:45.962752,129324
634,494,Laptop,20427,4,Bangalore,2026-01-14 10:02:45.962753,81708
635,391,Headphones,6782,2,Jaipur,2026-01-09 10:02:45.962754,13564
636,426,Laptop,34518,2,Delhi,2025-12-26 10:02:45.962755,69036
637,128,Mouse,40973,3,Jaipur,2026-02-08 10:02:45.962756,122919
638,491,Mouse,22376,4,Pune,2025-12-05 10:02:45.962758,89504
639,379,Phone,874,1,Jaipur,2025-12-26 10:02:45.962759,874
640,368,Keyboard,21570,3,Bangalore,2025-12-10 10:02:45.962760,64710
641,494,Mouse,34085,3,Delhi,2026-01-12 10:02:45.962761,102255
642,454,Mouse,25557,1,Delhi,2025-12-07 10:02:45.962762,25557
643,395,Headphones,29449,2,Pune,2026-01-20 10:02:45.962763,58898
644,303,Headphones,43985,3,Mumbai,2026-01-19 10:02:45.962764,131955
645,471,Keyboard,15453,4,Bangalore,2026-02-25 10:02:45.962765,61812
646,224,Mouse,41840,3,Jaipur,2025-12-30 10:02:45.962767,125520
647,288,Headphones,34985,3,Delhi,2026-02-01 10:02:45.962768,104955
648,500,Headphones,13090,1,Mumbai,2025-12-12 10:02:45.962769,13090
649,123,Headphones,19250,1,Delhi,2026-01-02 10:02:45.962770,19250
650,277,Keyboard,14236,5,Mumbai,2025-11-26 10:02:45.962771,71180
651,172,Laptop,19975,1,Mumbai,2025-12-11 10:02:45.962772,19975
652,283,Mouse,32621,3,Pune,2026-02-16 10:02:45.962773,97863
653,321,Keyboard,44393,3,Bangalore,2026-01-17 10:02:45.962774,133179
654,479,Keyboard,4136,4,Mumbai,2025-12-18 10:02:45.962775,16544
655,434,Keyboard,28090,3,Jaipur,2025-12-24 10:02:45.962776,84270
656,313,Mouse,27061,3,Pune,2026-01-27 10:02:45.962778,81183
657,170,Headphones,32362,4,Mumbai,2025-12-27 10:02:45.962779,129448
658,474,Keyboard,26815,4,Jaipur,2025-12-06 10:02:45.962780,107260
659,485,Phone,41767,1,Bangalore,2026-01-31 10:02:45.962781,41767
660,104,Laptop,32831,1,Mumbai,2025-12-17 10:02:45.962782,32831
661,262,Mouse,46929,5,Mumbai,2026-01-24 10:02:45.962783,234645
662,165,Laptop,3831,4,Pune,2025-12-27 10:02:45.962784,15324
663,328,Phone,31978,4,Jaipur,2025-12-27 10:02:45.962785,127912
664,234,Headphones,49947,1,Jaipur,2025-12-25 10:02:45.962786,49947
665,412,Laptop,10606,5,Bangalore,2026-01-12 10:02:45.962787,53030
666,363,Mouse,8509,1,Bangalore,2026-02-17 10:02:45.962788,8509
667,317,Phone,45007,3,Jaipur,2026-02-18 10:02:45.962789,135021
668,211,Mouse,25319,5,Jaipur,2026-02-18 10:02:45.962791,126595
669,145,Laptop,41505,3,Mumbai,2026-01-04 10:02:45.962792,124515
670,315,Headphones,33916,2,Bangalore,2026-01-15 10:02:45.962793,67832
671,233,Mouse,21179,3,Mumbai,2026-01-23 10:02:45.962794,63537
672,333,Laptop,14225,4,Delhi,2026-02-19 10:02:45.962795,56900
673,423,Mouse,10111,4,Delhi,2026-01-08 10:02:45.962796,40444
674,492,Headphones,40244,4,Pune,2026-02-04 10:02:45.962797,160976
675,393,Headphones,48846,5,Jaipur,2026-03-01 10:02:45.962799,244230
676,176,Phone,28552,3,Delhi,2026-01-14 10:02:45.962800,85656
677,333,Keyboard,26050,4,Jaipur,2026-02-13 10:02:45.962801,104200
678,473,Keyboard,44060,2,Bangalore,2025-12-30 10:02:45.962802,88120
679,266,Keyboard,9590,4,Mumbai,2026-02-14 10:02:45.962803,38360
680,168,Headphones,2364,5,Pune,2026-01-26 10:02:45.962804,11820
681,263,Headphones,48366,5,Delhi,2025-12-12 10:02:45.962805,241830
682,425,Headphones,43268,2,Jaipur,2025-11-26 10:02:45.962807,86536
683,125,Mouse,15135,2,Pune,2026-01-08 10:02:45.962808,30270
684,209,Keyboard,39539,3,Jaipur,2026-02-18 10:02:45.962809,118617
685,199,Mouse,39774,3,Bangalore,2025-12-01 10:02:45.962810,119322
686,470,Laptop,33200,5,Delhi,2025-12-11 10:02:45.962812,166000
687,231,Keyboard,32433,1,Mumbai,2025-12-13 10:02:45.962813,32433
688,352,Mouse,38565,5,Jaipur,2025-12-29 10:02:45.962815,192825
689,102,Laptop,44825,4,Jaipur,2025-12-26 10:02:45.962816,179300
690,128,Laptop,29973,2,Mumbai,2025-12-23 10:02:45.962817,59946
691,228,Keyboard,46848,5,Jaipur,2025-12-29 10:02:45.962818,234240
692,160,Mouse,44806,4,Bangalore,2025-12-18 10:02:45.962819,179224
693,500,Headphones,45705,4,Mumbai,2026-02-09 10:02:45.962820,182820
694,230,Mouse,38562,5,Delhi,2026-02-13 10:02:45.962821,192810
695,381,Keyboard,9787,3,Mumbai,2025-11-28 10:02:45.962822,29361
696,451,Mouse,35806,4,Delhi,2025-11-27 10:02:45.962823,143224
697,287,Laptop,46882,5,Jaipur,2026-01-29 10:02:45.962824,234410
698,169,Phone,5120,2,Mumbai,2025-12-02 10:02:45.962825,10240
699,156,Laptop,19853,1,Pune,2026-01-27 10:02:45.962826,19853
700,411,Phone,27058,5,Mumbai,2026-02-28 10:02:45.962827,135290
701,195,Headphones,33058,1,Delhi,2025-12-27 10:02:45.962828,33058
702,251,Mouse,20152,2,Mumbai,2026-01-01 10:02:45.962829,40304
703,344,Keyboard,17043,4,Mumbai,2026-02-28 10:02:45.962830,68172
704,456,Mouse,49423,2,Pune,2026-03-01 10:02:45.962831,98846
705,247,Headphones,40740,4,Delhi,2026-02-16 10:02:45.962832,162960
706,442,Laptop,47418,3,Mumbai,2026-01-09 10:02:45.962834,142254
707,429,Keyboard,38971,2,Mumbai,2026-01-17 10:02:45.962835,77942
708,451,Phone,34944,2,Bangalore,2026-02-18 10:02:45.962836,69888
709,300,Phone,1261,4,Delhi,2026-01-10 10:02:45.962837,5044
710,377,Phone,39397,2,Bangalore,2025-12-24 10:02:45.962838,78794
711,360,Mouse,45866,3,Pune,2026-01-31 10:02:45.962839,137598
712,487,Mouse,9165,4,Bangalore,2026-01-19 10:02:45.962840,36660
713,493,Laptop,37608,2,Jaipur,2025-11-30 10:02:45.962842,75216
714,156,Headphones,32792,1,Bangalore,2025-12-06 10:02:45.962843,32792
715,137,Laptop,3539,4,Mumbai,2026-01-19 10:02:45.962844,14156
716,157,Laptop,34124,4,Jaipur,2025-11-27 10:02:45.962845,136496
717,233,Laptop,39889,3,Mumbai,2026-01-18 10:02:45.962846,119667
718,270,Phone,45647,2,Delhi,2025-12-26 10:02:45.962847,91294
719,289,Headphones,2781,3,Jaipur,2026-01-06 10:02:45.962848,8343
720,407,Keyboard,40196,2,Jaipur,2026-01-07 10:02:45.962849,80392
721,295,Laptop,17314,2,Jaipur,2026-02-20 10:02:45.962850,34628
722,220,Phone,9877,5,Mumbai,2026-01-22 10:02:45.962851,49385
723,327,Laptop,19625,5,Bangalore,2025-12-15 10:02:45.962853,98125
724,142,Laptop,30792,3,Bangalore,2026-02-28 10:02:45.962854,92376
